firm_name,content,raw_content,timestamp,thread_url,quality_score,is_question,is_meta_low,is_too_short,words,unique_words,sentences,reasons
Allens,"FWIW I have an 80s WAM (Go8) and was rejected by Allens. I’m all for the process being as holistic and meritocratic as possible, but we’re talking about the top-of-top tiers here. Firms like Allens have the pulling power to choose from a range of 76+WAM-social-butterfly-unicorns who tick every box that Allens want ticked.
This process is demoralising enough and coming into it with any sense of entitlement or expectations about what individual firms owe you is only going to make life miserable.","@Kapool
FWIW I have an 80s WAM (Go8) and was rejected by Allens. I’m all for the process being as holistic and meritocratic as possible, but we’re talking about the top-of-top tiers here. Firms like Allens have the pulling power to choose from a range of 76+WAM-social-butterfly-unicorns who tick every box that Allens want ticked.
This process is demoralising enough and coming into it with any sense of entitlement or expectations about what individual firms owe you is only going to make life miserable.",posted 2024-Aug-31,https://forums.whirlpool.net.au/thread/9rvj6npn,0.933,False,False,False,91,73,4,high_quality
Allens,"Exactly, – also have an 80s WAM from a Go8 and was rejected by Allens, despite having extensive work experience and a range of extracurriculars (ie. not studying all the time like says!).","Exactly, @TentativeApplication – also have an 80s WAM from a Go8 and was rejected by Allens, despite having extensive work experience and a range of extracurriculars (ie. not studying all the time like @Kapool says!).",posted 2024-Aug-31,https://forums.whirlpool.net.au/thread/9rvj6npn,0.735,False,False,False,32,30,3,high_quality
Allens,Your reaction towards people with 80+WAM is a clear explanation of why you didn't get an interview invite from Allens or other top-tier firms hahaha,@Kapool Your reaction towards people with 80+WAM is a clear explanation of why you didn't get an interview invite from Allens or other top-tier firms hahaha,posted 2024-Aug-31,https://forums.whirlpool.net.au/thread/9rvj6npn,0.680,False,True,False,28,28,1,"high_quality,meta"
Allens,Anyone heard from Allens or HSF?,Anyone heard from Allens or HSF?,posted 2024-Oct-16,https://forums.whirlpool.net.au/thread/9rvj6npn,0.330,True,False,True,6,6,1,"question,short"
Allens,"User #877467 2 posts Rockmelons2 I'm new here, please be nice reference: -1 Allens","User #877467 2 posts Rockmelons2 I'm new here, please be nice reference: whrl.pl/RgP3BH posted 2025-Aug-5, 10:25 pm AEST ref: whrl.pl/RgP3BH posted 2025-Aug-5, 10:25 pm AEST -1 Allens",,https://forums.whirlpool.net.au/thread/974pxqk5,0.540,False,False,True,15,15,1,short
Allens,"User #935049 4 posts raincloud25 I'm new here, please be nice reference: +1 HWLE -1 Allens","User #935049 4 posts raincloud25 I'm new here, please be nice reference: whrl.pl/RgP3IQ posted 2025-Aug-6, 8:13 am AEST ref: whrl.pl/RgP3IQ posted 2025-Aug-6, 8:13 am AEST +1 HWLE -1 Allens",,https://forums.whirlpool.net.au/thread/974pxqk5,0.420,False,True,True,17,16,1,"meta,short"
Allens,"User #765393 18 posts notme I'm new here, please be nice reference: +1 Allens","User #765393 18 posts notme I'm new here, please be nice reference: whrl.pl/RgP3Tf posted 2025-Aug-6, 11:03 am AEST ref: whrl.pl/RgP3Tf posted 2025-Aug-6, 11:03 am AEST +1 Allens",,https://forums.whirlpool.net.au/thread/974pxqk5,0.420,False,True,True,15,15,1,"meta,short"
Allens,"User #935027 8 posts abdec12 I'm new here, please be nice reference: -1 Allens not heard from Corrs or Piper Alderman yet either","User #935027 8 posts abdec12 I'm new here, please be nice reference: whrl.pl/RgP4jV posted 2025-Aug-6, 5:54 pm AEST ref: whrl.pl/RgP4jV posted 2025-Aug-6, 5:54 pm AEST -1 Allens not heard from Corrs or Piper Alderman yet either",,https://forums.whirlpool.net.au/thread/974pxqk5,0.620,False,False,True,24,24,1,short
Allens,"User #934539 48 posts mikoraiden I'm new here, please be nice reference: I honestly do not believe Uni and WAM is everything, especially in 2025 lol. My friend who clerked at KWM last year went to MQ with a WAM of 74. While she had extensive legal experience at a Mid-tier firm and extra-curricular, she actually received offers from all of the T06 except Allens. I'm not too sure what recruiters are genuinely looking for, but thinking a firm only accepts a TO8 University (UTS isn't that far behind), is a pretty outdated view, I'm pretty sure Allens in the only firm that cares about that. Firms are trying to be more progressive and inclusive. My point essentially is don't think firms narrow down applicants based solely on your university or WAM (albeit your WAM is below 70, though I have heard of a clerk getting into B&B with a passing WAM – not sure at all how he made it).","User #934539 48 posts mikoraiden I'm new here, please be nice reference: whrl.pl/RgPNfC posted 2025-Jul-22, 10:38 am AEST ref: whrl.pl/RgPNfC posted 2025-Jul-22, 10:38 am AEST I honestly do not believe Uni and WAM is everything, especially in 2025 lol. My friend who clerked at KWM last year went to MQ with a WAM of 74. While she had extensive legal experience at a Mid-tier firm and extra-curricular, she actually received offers from all of the T06 except Allens. I'm not too sure what recruiters are genuinely looking for, but thinking a firm only accepts a TO8 University (UTS isn't that far behind), is a pretty outdated view, I'm pretty sure Allens in the only firm that cares about that. Firms are trying to be more progressive and inclusive. My point essentially is don't think firms narrow down applicants based solely on your university or WAM (albeit your WAM is below 70, though I have heard of a clerk getting into B&B with a passing WAM – not sure at all how he made it).",,https://forums.whirlpool.net.au/thread/3246kzy8,1.000,False,True,False,168,118,6,"high_quality,meta"
Allens,"User #926634 40 posts Mike Wazowski Participant reference: No one heard back from KWM, Allens or Ashurst? I wonder how HSFK was so fast...","User #926634 40 posts Mike Wazowski Participant reference: whrl.pl/RgPPtx posted 2025-Jul-24, 3:24 pm AEST ref: whrl.pl/RgPPtx posted 2025-Jul-24, 3:24 pm AEST No one heard back from KWM, Allens or Ashurst? I wonder how HSFK was so fast...",,https://forums.whirlpool.net.au/thread/3246kzy8,0.680,False,False,True,24,24,2,"high_quality,short"
Allens,"User #934665 10 posts rainmaker I'm new here, please be nice reference: Has anyone heard from Allens, they indicated they'd let us know today","User #934665 10 posts rainmaker I'm new here, please be nice reference: whrl.pl/RgPQiE posted 2025-Jul-25, 12:51 pm AEST ref: whrl.pl/RgPQiE posted 2025-Jul-25, 12:51 pm AEST Has anyone heard from Allens, they indicated they'd let us know today",,https://forums.whirlpool.net.au/thread/3246kzy8,0.740,False,False,False,26,25,1,high_quality
Allens,"User #934563 23 posts naurcleo I'm new here, please be nice reference: Me trying not to care about the Allens email on their self-imposed deadline day so it comes faster","User #934563 23 posts naurcleo I'm new here, please be nice reference: whrl.pl/RgPQql posted 2025-Jul-25, 3:24 pm AEST ref: whrl.pl/RgPQql posted 2025-Jul-25, 3:24 pm AEST Me trying not to care about the Allens email on their self-imposed deadline day so it comes faster",,https://forums.whirlpool.net.au/thread/3246kzy8,0.665,False,False,False,32,32,1,high_quality
Allens,"User #933316 51 posts gordongekko I'm new here, please be nice reference: naurcleo writes... Me trying not to care about the Allens email on their self-imposed deadline day so it comes faster Apparently it's usually ~5:00 pm","User #933316 51 posts gordongekko I'm new here, please be nice reference: whrl.pl/RgPQqO posted 2025-Jul-25, 3:29 pm AEST ref: whrl.pl/RgPQqO posted 2025-Jul-25, 3:29 pm AEST naurcleo writes... Me trying not to care about the Allens email on their self-imposed deadline day so it comes faster Apparently it's usually ~5:00 pm",,https://forums.whirlpool.net.au/thread/3246kzy8,0.688,False,False,False,41,40,2,high_quality
Allens,"User #926736 15 posts anonunsw I'm new here, please be nice reference: +1 KWM +1 Allens","User #926736 15 posts anonunsw I'm new here, please be nice reference: whrl.pl/RgPQvo posted 2025-Jul-25, 4:18 pm AEST ref: whrl.pl/RgPQvo posted 2025-Jul-25, 4:18 pm AEST +1 KWM +1 Allens",,https://forums.whirlpool.net.au/thread/3246kzy8,0.420,False,True,True,17,16,1,"meta,short"
Allens,"User #933316 51 posts gordongekko I'm new here, please be nice reference: anonunsw writes... +1 KWM +1 Allens “Uhhh that’s bait”","User #933316 51 posts gordongekko I'm new here, please be nice reference: whrl.pl/RgPQwC posted 2025-Jul-25, 4:43 pm AEST ref: whrl.pl/RgPQwC posted 2025-Jul-25, 4:43 pm AEST anonunsw writes... +1 KWM +1 Allens “Uhhh that’s bait”",,https://forums.whirlpool.net.au/thread/3246kzy8,0.420,False,True,True,23,22,2,"meta,short"
Allens,"User #916738 24 posts Hopeforanoffer I'm new here, please be nice reference: Any word from Allens?","User #916738 24 posts Hopeforanoffer I'm new here, please be nice reference: whrl.pl/RgPQzv posted 2025-Jul-25, 5:31 pm AEST ref: whrl.pl/RgPQzv posted 2025-Jul-25, 5:31 pm AEST Any word from Allens?",,https://forums.whirlpool.net.au/thread/3246kzy8,0.600,True,False,True,17,17,1,"question,short"
Allens,"User #933316 51 posts gordongekko I'm new here, please be nice reference: Hopeforanoffer writes... Any word from Allens? nope :(","User #933316 51 posts gordongekko I'm new here, please be nice reference: whrl.pl/RgPQzV posted 2025-Jul-25, 5:43 pm AEST ref: whrl.pl/RgPQzV posted 2025-Jul-25, 5:43 pm AEST Hopeforanoffer writes... Any word from Allens? nope :(",,https://forums.whirlpool.net.au/thread/3246kzy8,0.600,False,False,True,20,20,3,short
Allens,"User #934563 23 posts naurcleo I'm new here, please be nice reference: maybe the real Allens email was the friends we made along the way","User #934563 23 posts naurcleo I'm new here, please be nice reference: whrl.pl/RgPQAC posted 2025-Jul-25, 5:52 pm AEST ref: whrl.pl/RgPQAC posted 2025-Jul-25, 5:52 pm AEST maybe the real Allens email was the friends we made along the way",,https://forums.whirlpool.net.au/thread/3246kzy8,0.740,False,False,False,26,24,1,high_quality
Allens,"User #933281 7 posts jahseh6969 I'm new here, please be nice reference: +1 Allens","User #933281 7 posts jahseh6969 I'm new here, please be nice reference: whrl.pl/RgPQB4 posted 2025-Jul-25, 6:13 pm AEST ref: whrl.pl/RgPQB4 posted 2025-Jul-25, 6:13 pm AEST +1 Allens",,https://forums.whirlpool.net.au/thread/3246kzy8,0.420,False,True,True,15,15,1,"meta,short"
Allens,"User #934764 11 posts harveysphincter I'm new here, please be nice reference: have a sinking feeling everyone who got Allens knows already...","User #934764 11 posts harveysphincter I'm new here, please be nice reference: whrl.pl/RgPQFM posted 2025-Jul-25, 7:18 pm AEST ref: whrl.pl/RgPQFM posted 2025-Jul-25, 7:18 pm AEST have a sinking feeling everyone who got Allens knows already...",,https://forums.whirlpool.net.au/thread/3246kzy8,0.620,False,False,True,23,23,1,short
Allens,"User #926634 40 posts Mike Wazowski Participant reference: This happened last year, workday interface is quicker than the automatic email. If you can’t schedule it’s likely you’ve been rejected. And so on that note, I’m calling it… -1 Allens naurcleo writes... c'est la vie.","User #926634 40 posts Mike Wazowski Participant reference: whrl.pl/RgPQHT posted 2025-Jul-25, 7:53 pm AEST ref: whrl.pl/RgPQHT posted 2025-Jul-25, 7:53 pm AEST This happened last year, workday interface is quicker than the automatic email. If you can’t schedule it’s likely you’ve been rejected. And so on that note, I’m calling it… -1 Allens naurcleo writes... c'est la vie.",,https://forums.whirlpool.net.au/thread/3246kzy8,0.888,False,False,False,49,47,4,high_quality
Allens,"User #933316 51 posts gordongekko I'm new here, please be nice reference: + Allens (email + workday booking)","User #933316 51 posts gordongekko I'm new here, please be nice reference: whrl.pl/RgPQMj posted 2025-Jul-25, 9:06 pm AEST ref: whrl.pl/RgPQMj posted 2025-Jul-25, 9:06 pm AEST + Allens (email + workday booking)",,https://forums.whirlpool.net.au/thread/3246kzy8,0.540,False,False,True,17,17,1,short
Allens,"User #933281 7 posts jahseh6969 I'm new here, please be nice reference: qqpassionfruit writes... wait is this for allens or ashurst?","User #933281 7 posts jahseh6969 I'm new here, please be nice reference: whrl.pl/RgPQTF posted 2025-Jul-25, 10:39 pm AEST ref: whrl.pl/RgPQTF posted 2025-Jul-25, 10:39 pm AEST qqpassionfruit writes... wait is this for allens or ashurst?",,https://forums.whirlpool.net.au/thread/3246kzy8,0.540,True,False,True,22,22,2,"question,short"
Allens,"User #934665 10 posts rainmaker I'm new here, please be nice reference: So far +1 Minters +1 HSF +1 Corrs +1 MO -1 KWM and in Allens limbo...","User #934665 10 posts rainmaker I'm new here, please be nice reference: whrl.pl/RgPQWG posted 2025-Jul-25, 11:57 pm AEST ref: whrl.pl/RgPQWG posted 2025-Jul-25, 11:57 pm AEST So far +1 Minters +1 HSF +1 Corrs +1 MO -1 KWM and in Allens limbo...",,https://forums.whirlpool.net.au/thread/3246kzy8,0.540,False,True,False,29,25,1,meta
Allens,"User #934672 5 posts potatochip123 I'm new here, please be nice reference: assuming because I’ve heard nothing that -1 Allens 3/3 rejections so that’s me done – what a terribly exhausting process","User #934672 5 posts potatochip123 I'm new here, please be nice reference: whrl.pl/RgPQW0 posted 2025-Jul-26, 12:11 am AEST ref: whrl.pl/RgPQW0 posted 2025-Jul-26, 12:11 am AEST assuming because I’ve heard nothing that -1 Allens 3/3 rejections so that’s me done – what a terribly exhausting process",,https://forums.whirlpool.net.au/thread/3246kzy8,0.752,False,False,False,35,32,1,high_quality
Allens,"User #934771 1 posts ontheleelow I'm new here, please be nice reference: + Minters + KWM + HSF + Allens! Congrats everyone who got an offer! It shows that hard work really does pay off.","User #934771 1 posts ontheleelow I'm new here, please be nice reference: whrl.pl/RgPQW7 posted 2025-Jul-26, 12:17 am AEST ref: whrl.pl/RgPQW7 posted 2025-Jul-26, 12:17 am AEST + Minters + KWM + HSF + Allens! Congrats everyone who got an offer! It shows that hard work really does pay off.",,https://forums.whirlpool.net.au/thread/3246kzy8,0.865,False,False,False,32,32,3,high_quality
Allens,"User #934774 4 posts Bobhawktuah I'm new here, please be nice reference: I’m mega deep in the trenches right now - bakers, nrf, corrs, gt, wc, bb, mo, cc, minters, kwm, allens I have only a few left after going for a spray and pray method","User #934774 4 posts Bobhawktuah I'm new here, please be nice reference: whrl.pl/RgPQXp posted 2025-Jul-26, 12:38 am AEST ref: whrl.pl/RgPQXp posted 2025-Jul-26, 12:38 am AEST I’m mega deep in the trenches right now - bakers, nrf, corrs, gt, wc, bb, mo, cc, minters, kwm, allens I have only a few left after going for a spray and pray method",,https://forums.whirlpool.net.au/thread/3246kzy8,0.703,False,False,False,47,43,1,high_quality
Allens,"User #934700 4 posts anon2390 I'm new here, please be nice reference: anyone actually receive an allens rejection","User #934700 4 posts anon2390 I'm new here, please be nice reference: whrl.pl/RgPQ5i posted 2025-Jul-26, 10:10 am AEST ref: whrl.pl/RgPQ5i posted 2025-Jul-26, 10:10 am AEST anyone actually receive an allens rejection",,https://forums.whirlpool.net.au/thread/3246kzy8,0.600,False,False,True,19,19,1,short
Allens,"User #934755 4 posts anon03 I'm new here, please be nice reference: No I haven’t. + BM + HSF + KWM + G+T - Minters - CC - NRF - Corrs - W&C - Allens (assumed)","User #934755 4 posts anon03 I'm new here, please be nice reference: whrl.pl/RgPQ8B posted 2025-Jul-26, 11:23 am AEST ref: whrl.pl/RgPQ8B posted 2025-Jul-26, 11:23 am AEST No I haven’t. + BM + HSF + KWM + G+T - Minters - CC - NRF - Corrs - W&C - Allens (assumed)",,https://forums.whirlpool.net.au/thread/3246kzy8,0.660,False,False,False,30,28,2,high_quality
Allens,"User #934563 23 posts naurcleo I'm new here, please be nice reference: officially -1 Allens and -1 DLA. Bit bummed about Allens in particular, but it is what it is.","User #934563 23 posts naurcleo I'm new here, please be nice reference: whrl.pl/RgPT6M posted 2025-Jul-28, 12:28 pm AEST ref: whrl.pl/RgPT6M posted 2025-Jul-28, 12:28 pm AEST officially -1 Allens and -1 DLA. Bit bummed about Allens in particular, but it is what it is.",,https://forums.whirlpool.net.au/thread/3246kzy8,0.663,False,False,False,31,27,2,high_quality
Allens,"User #934688 12 posts Lemons010 I'm new here, please be nice reference: - 1 Allens + 1 Minters + 1 G+ T","User #934688 12 posts Lemons010 I'm new here, please be nice reference: whrl.pl/RgPViH posted 2025-Jul-28, 3:11 pm AEST ref: whrl.pl/RgPViH posted 2025-Jul-28, 3:11 pm AEST - 1 Allens + 1 Minters + 1 G+ T",,https://forums.whirlpool.net.au/thread/3246kzy8,0.540,False,False,True,20,18,1,short
Allens,User #926634 40 posts Mike Wazowski Participant reference: So far: +1 HSFK +1 KWM +1 Ashurst +1 GT +1 Corrs -1 Allens Waiting on AO Shearman.,"User #926634 40 posts Mike Wazowski Participant reference: whrl.pl/RgPV41 posted 2025-Jul-29, 12:41 pm AEST ref: whrl.pl/RgPV41 posted 2025-Jul-29, 12:41 pm AEST So far: +1 HSFK +1 KWM +1 Ashurst +1 GT +1 Corrs -1 Allens Waiting on AO Shearman.",,https://forums.whirlpool.net.au/thread/3246kzy8,0.480,False,True,False,26,21,1,meta
Allens,User #885109 80 posts Anonuserrecovery Participant reference: Allens 2nd round come out?,"User #885109 80 posts Anonuserrecovery Participant reference: whrl.pl/RgQaId posted 2025-Aug-13, 4:34 pm AEST ref: whrl.pl/RgQaId posted 2025-Aug-13, 4:34 pm AEST Allens 2nd round come out?",,https://forums.whirlpool.net.au/thread/3246kzy8,0.480,True,False,True,12,12,1,"question,short"
